Абсолютный путь к файлу,Относительный путь к файлу,номер звезды
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9958.txt,second_dataset/3_0312.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/712.txt,second_dataset/5_0112.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8538.txt,second_dataset/1_1793.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9640.txt,second_dataset/5_0468.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6580.txt,second_dataset/1_0805.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5760.txt,second_dataset/1_0106.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7076.txt,second_dataset/1_0828.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1839.txt,second_dataset/5_0438.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9634.txt,second_dataset/1_0089.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2453.txt,second_dataset/1_1113.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5590.txt,second_dataset/1_1654.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2321.txt,second_dataset/1_1288.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9982.txt,second_dataset/5_0136.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1635.txt,second_dataset/1_1834.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1866.txt,second_dataset/1_0984.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8239.txt,second_dataset/2_0476.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9501.txt,second_dataset/3_0361.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/119.txt,second_dataset/4_0030.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5786.txt,second_dataset/5_0042.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3150.txt,second_dataset/1_0495.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1283.txt,second_dataset/2_0412.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8878.txt,second_dataset/2_0019.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3445.txt,second_dataset/2_0042.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8862.txt,second_dataset/1_0375.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3210.txt,second_dataset/1_1187.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5034.txt,second_dataset/3_0020.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5156.txt,second_dataset/2_0448.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9570.txt,second_dataset/1_0522.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7647.txt,second_dataset/2_0229.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4908.txt,second_dataset/5_0239.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4124.txt,second_dataset/3_0099.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/789.txt,second_dataset/1_0397.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7996.txt,second_dataset/5_0528.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3232.txt,second_dataset/1_1306.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/290.txt,second_dataset/1_0930.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8918.txt,second_dataset/2_0433.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7331.txt,second_dataset/3_0014.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3837.txt,second_dataset/1_0872.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2240.txt,second_dataset/1_0344.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9434.txt,second_dataset/1_0014.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3333.txt,second_dataset/2_0249.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5223.txt,second_dataset/1_1060.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/656.txt,second_dataset/3_0021.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/152.txt,second_dataset/2_0305.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7625.txt,second_dataset/1_0613.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1365.txt,second_dataset/2_0503.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6680.txt,second_dataset/1_1406.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2075.txt,second_dataset/3_0006.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4300.txt,second_dataset/5_0292.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9012.txt,second_dataset/3_0296.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2079.txt,second_dataset/2_0014.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2701.txt,second_dataset/1_1666.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7702.txt,second_dataset/2_0502.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8314.txt,second_dataset/1_1447.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9609.txt,second_dataset/1_0108.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5203.txt,second_dataset/2_0101.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5198.txt,second_dataset/5_0254.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1512.txt,second_dataset/4_0131.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9663.txt,second_dataset/1_0614.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5046.txt,second_dataset/4_0258.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3477.txt,second_dataset/3_0005.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5226.txt,second_dataset/1_0189.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8948.txt,second_dataset/5_0594.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6865.txt,second_dataset/2_0297.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/219.txt,second_dataset/2_0058.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5347.txt,second_dataset/1_0520.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/174.txt,second_dataset/1_1771.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3010.txt,second_dataset/1_1037.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4905.txt,second_dataset/3_0385.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7049.txt,second_dataset/3_0114.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2585.txt,second_dataset/2_0096.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/332.txt,second_dataset/2_0366.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5204.txt,second_dataset/1_1092.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2.txt,second_dataset/1_0099.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3968.txt,second_dataset/1_1696.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1649.txt,second_dataset/1_0497.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5053.txt,second_dataset/1_0372.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5831.txt,second_dataset/1_0663.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8565.txt,second_dataset/1_1354.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6575.txt,second_dataset/4_0265.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2724.txt,second_dataset/5_0009.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/261.txt,second_dataset/1_0081.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5850.txt,second_dataset/1_1100.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9267.txt,second_dataset/5_0040.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6353.txt,second_dataset/4_0200.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8338.txt,second_dataset/1_0391.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9870.txt,second_dataset/5_0558.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4824.txt,second_dataset/5_0302.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8092.txt,second_dataset/2_0417.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2765.txt,second_dataset/1_0908.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3896.txt,second_dataset/2_0088.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7434.txt,second_dataset/1_1733.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7286.txt,second_dataset/5_0596.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8354.txt,second_dataset/4_0324.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4872.txt,second_dataset/1_0997.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9362.txt,second_dataset/3_0374.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1090.txt,second_dataset/5_0376.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8984.txt,second_dataset/1_0220.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/53.txt,second_dataset/4_0033.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8908.txt,second_dataset/5_0354.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4982.txt,second_dataset/2_0256.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6506.txt,second_dataset/2_0522.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3739.txt,second_dataset/1_0678.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5002.txt,second_dataset/1_0802.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5847.txt,second_dataset/4_0287.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2026.txt,second_dataset/1_1068.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2065.txt,second_dataset/3_0329.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2412.txt,second_dataset/3_0214.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6853.txt,second_dataset/1_0346.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3440.txt,second_dataset/1_1487.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3000.txt,second_dataset/1_0439.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6835.txt,second_dataset/1_0483.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9300.txt,second_dataset/3_0367.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7281.txt,second_dataset/5_0325.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6499.txt,second_dataset/5_0336.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/535.txt,second_dataset/1_0758.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5027.txt,second_dataset/1_0734.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2879.txt,second_dataset/1_1102.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1456.txt,second_dataset/1_1441.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7476.txt,second_dataset/4_0167.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9967.txt,second_dataset/1_1625.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3050.txt,second_dataset/3_0089.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3793.txt,second_dataset/1_0226.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2422.txt,second_dataset/2_0390.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9064.txt,second_dataset/3_0108.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1758.txt,second_dataset/4_0117.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9737.txt,second_dataset/2_0303.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1468.txt,second_dataset/3_0017.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3082.txt,second_dataset/1_0447.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9466.txt,second_dataset/2_0346.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1160.txt,second_dataset/4_0088.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/26.txt,second_dataset/1_0500.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4644.txt,second_dataset/4_0227.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5701.txt,second_dataset/1_0437.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6969.txt,second_dataset/1_0976.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6665.txt,second_dataset/3_0175.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3746.txt,second_dataset/1_0443.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9817.txt,second_dataset/1_1773.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9360.txt,second_dataset/2_0009.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8328.txt,second_dataset/5_0103.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5163.txt,second_dataset/1_0136.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8768.txt,second_dataset/2_0465.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6510.txt,second_dataset/3_0162.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/132.txt,second_dataset/4_0141.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4812.txt,second_dataset/1_1204.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1426.txt,second_dataset/3_0375.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5741.txt,second_dataset/4_0072.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9986.txt,second_dataset/3_0400.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/99.txt,second_dataset/1_0523.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6718.txt,second_dataset/3_0241.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4138.txt,second_dataset/3_0286.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4622.txt,second_dataset/2_0017.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9375.txt,second_dataset/1_1698.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1443.txt,second_dataset/3_0411.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3237.txt,second_dataset/4_0005.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6583.txt,second_dataset/3_0038.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6548.txt,second_dataset/3_0116.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9650.txt,second_dataset/2_0463.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2528.txt,second_dataset/5_0427.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7299.txt,second_dataset/4_0140.txt,4
